CarerID,WorkerType,Latitude,Longitude,PreferredAreaLatitude,PreferredAreaLongitude,MaxTravelDistanceMiles,ExperienceInYears,Skills,Gender,Languages,VehicleType,WorkingDays,OffDays,ShiftStart,ShiftEnd,ContractHoursPerWeek,MaxDailyHours,MaxWeeklyHours,PreferredShift,Date,DayOfWeek,Status
C0006,Student,51.46587,0.214638,51.424389,0.208381,8,0,"Dementia Care, Meal Preparation, Companionship",Female,English,Bicycle,"Monday, Tuesday, Wednesday, Thursday, Friday","Saturday, Sunday",11:00,17:00,20,6,20,Night,02/06/2026,Tuesday,Available
C0006,Student,51.46587,0.214638,51.424389,0.208381,8,0,"Dementia Care, Meal Preparation, Companionship",Female,English,Bicycle,"Monday, Tuesday, Wednesday, Thursday, Friday","Saturday, Sunday",11:00,17:00,20,6,20,Night,04/06/2026,Thursday,Available
C0006,Student,51.46587,0.214638,51.424389,0.208381,8,0,"Dementia Care, Meal Preparation, Companionship",Female,English,Bicycle,"Monday, Tuesday, Wednesday, Thursday, Friday","Saturday, Sunday",11:00,17:00,20,6,20,Night,05/06/2026,Friday,Available
C0007,Part-Time,51.5201,0.169553,51.539058,0.199182,8,1,"Medication Support, Mobility Support, Companionship",Male,English,Car,Weekends,"Monday, Tuesday, Wednesday, Thursday, Friday",07:00,11:00,25,7,26,Night,06/06/2026,Saturday,Available
C0007,Part-Time,51.5201,0.169553,51.539058,0.199182,8,1,"Medication Support, Mobility Support, Companionship",Male,English,Car,Weekends,"Monday, Tuesday, Wednesday, Thursday, Friday",07:00,11:00,25,7,26,Night,07/06/2026,Sunday,Available
C0008,Part-Time,51.674517,-0.387902,51.625093,-0.419398,8,6,"Mobility Support, Companionship",Male,French,Public Transport,Flexible,Flexible,09:00,17:00,20,6,32,Night,01/06/2026,Monday,Available
C0008,Part-Time,51.674517,-0.387902,51.625093,-0.419398,8,6,"Mobility Support, Companionship",Male,French,Public Transport,Flexible,Flexible,09:00,17:00,20,6,32,Night,03/06/2026,Wednesday,Available
C0008,Part-Time,51.674517,-0.387902,51.625093,-0.419398,8,6,"Mobility Support, Companionship",Male,French,Public Transport,Flexible,Flexible,09:00,17:00,20,6,32,Night,04/06/2026,Thursday,Available
C0008,Part-Time,51.674517,-0.387902,51.625093,-0.419398,8,6,"Mobility Support, Companionship",Male,French,Public Transport,Flexible,Flexible,09:00,17:00,20,6,32,Night,05/06/2026,Friday,Available
C0008,Part-Time,51.674517,-0.387902,51.625093,-0.419398,8,6,"Mobility Support, Companionship",Male,French,Public Transport,Flexible,Flexible,09:00,17:00,20,6,32,Night,06/06/2026,Saturday,Available
C0008,Part-Time,51.674517,-0.387902,51.625093,-0.419398,8,6,"Mobility Support, Companionship",Male,French,Public Transport,Flexible,Flexible,09:00,17:00,20,6,32,Night,07/06/2026,Sunday,Available
C0009,Part-Time,51.653277,-0.496493,51.613529,-0.450749,12,2,"Companionship, Palliative Care",Male,"Spanish, English",Car,Weekends,"Monday, Tuesday, Wednesday, Thursday, Friday",14:00,23:00,25,6,35,Flexible,06/06/2026,Saturday,Available
C0009,Part-Time,51.653277,-0.496493,51.613529,-0.450749,12,2,"Companionship, Palliative Care",Male,"Spanish, English",Car,Weekends,"Monday, Tuesday, Wednesday, Thursday, Friday",14:00,23:00,25,6,35,Flexible,07/06/2026,Sunday,Available
C0010,Part-Time,51.477201,-0.052101,51.433348,-0.074456,5,3,"Medication Support, Palliative Care, Companionship",Female,"English, English, punjabi",Car,"Monday, Tuesday, Wednesday, Thursday, Friday","Saturday, Sunday",06:00,16:00,25,7,32,Morning,02/06/2026,Tuesday,Available
C0010,Part-Time,51.477201,-0.052101,51.433348,-0.074456,5,3,"Medication Support, Palliative Care, Companionship",Female,"English, English, punjabi",Car,"Monday, Tuesday, Wednesday, Thursday, Friday","Saturday, Sunday",06:00,16:00,25,7,32,Morning,03/06/2026,Wednesday,Available
C0010,Part-Time,51.477201,-0.052101,51.433348,-0.074456,5,3,"Medication Support, Palliative Care, Companionship",Female,"English, English, punjabi",Car,"Monday, Tuesday, Wednesday, Thursday, Friday","Saturday, Sunday",06:00,16:00,25,7,32,Morning,04/06/2026,Thursday,Available
C0010,Part-Time,51.477201,-0.052101,51.433348,-0.074456,5,3,"Medication Support, Palliative Care, Companionship",Female,"English, English, punjabi",Car,"Monday, Tuesday, Wednesday, Thursday, Friday","Saturday, Sunday",06:00,16:00,25,7,32,Morning,05/06/2026,Friday,Available
C0011,Student,51.689223,0.273958,51.716961,0.254075,5,0,"Medication Support, Personal Care",Other,English,Car,Flexible,Flexible,08:00,15:00,20,5,20,Afternoon,01/06/2026,Monday,Available
C0011,Student,51.689223,0.273958,51.716961,0.254075,5,0,"Medication Support, Personal Care",Other,English,Car,Flexible,Flexible,08:00,15:00,20,5,20,Afternoon,02/06/2026,Tuesday,Available
C0011,Student,51.689223,0.273958,51.716961,0.254075,5,0,"Medication Support, Personal Care",Other,English,Car,Flexible,Flexible,08:00,15:00,20,5,20,Afternoon,03/06/2026,Wednesday,Available
C0011,Student,51.689223,0.273958,51.716961,0.254075,5,0,"Medication Support, Personal Care",Other,English,Car,Flexible,Flexible,08:00,15:00,20,5,20,Afternoon,04/06/2026,Thursday,Available
C0011,Student,51.689223,0.273958,51.716961,0.254075,5,0,"Medication Support, Personal Care",Other,English,Car,Flexible,Flexible,08:00,15:00,20,5,20,Afternoon,05/06/2026,Friday,Available
C0011,Student,51.689223,0.273958,51.716961,0.254075,5,0,"Medication Support, Personal Care",Other,English,Car,Flexible,Flexible,08:00,15:00,20,5,20,Afternoon,06/06/2026,Saturday,Available
C0011,Student,51.689223,0.273958,51.716961,0.254075,5,0,"Medication Support, Personal Care",Other,English,Car,Flexible,Flexible,08:00,15:00,20,5,20,Afternoon,07/06/2026,Sunday,Available
C0012,Part-Time,51.562918,-0.350232,51.531325,-0.390403,8,7,"Companionship, Mobility Support, Dementia Care",Female,"Spanish, English",Bicycle,Flexible,Flexible,07:00,11:00,25,8,29,Evening,02/06/2026,Tuesday,Available
C0012,Part-Time,51.562918,-0.350232,51.531325,-0.390403,8,7,"Companionship, Mobility Support, Dementia Care",Female,"Spanish, English",Bicycle,Flexible,Flexible,07:00,11:00,25,8,29,Evening,03/06/2026,Wednesday,Available
C0012,Part-Time,51.562918,-0.350232,51.531325,-0.390403,8,7,"Companionship, Mobility Support, Dementia Care",Female,"Spanish, English",Bicycle,Flexible,Flexible,07:00,11:00,25,8,29,Evening,04/06/2026,Thursday,Available
C0012,Part-Time,51.562918,-0.350232,51.531325,-0.390403,8,7,"Companionship, Mobility Support, Dementia Care",Female,"Spanish, English",Bicycle,Flexible,Flexible,07:00,11:00,25,8,29,Evening,05/06/2026,Friday,Available
C0012,Part-Time,51.562918,-0.350232,51.531325,-0.390403,8,7,"Companionship, Mobility Support, Dementia Care",Female,"Spanish, English",Bicycle,Flexible,Flexible,07:00,11:00,25,8,29,Evening,06/06/2026,Saturday,Available
C0012,Part-Time,51.562918,-0.350232,51.531325,-0.390403,8,7,"Companionship, Mobility Support, Dementia Care",Female,"Spanish, English",Bicycle,Flexible,Flexible,07:00,11:00,25,8,29,Evening,07/06/2026,Sunday,Available
C0013,Full-Time,51.497992,-0.190793,51.45899,-0.156914,12,1,"Personal Care, First Aid",Other,"English, punjabi",Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,08:00,17:00,35,12,35,Afternoon,01/06/2026,Monday,Available
C0013,Full-Time,51.497992,-0.190793,51.45899,-0.156914,12,1,"Personal Care, First Aid",Other,"English, punjabi",Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,08:00,17:00,35,12,35,Afternoon,02/06/2026,Tuesday,Available
C0013,Full-Time,51.497992,-0.190793,51.45899,-0.156914,12,1,"Personal Care, First Aid",Other,"English, punjabi",Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,08:00,17:00,35,12,35,Afternoon,03/06/2026,Wednesday,Available
C0013,Full-Time,51.497992,-0.190793,51.45899,-0.156914,12,1,"Personal Care, First Aid",Other,"English, punjabi",Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,08:00,17:00,35,12,35,Afternoon,06/06/2026,Saturday,Available
C0014,Student,51.691388,-0.495465,51.680441,-0.508983,5,8,"Dementia Care, Mobility Support",Male,"French, English, punjabi",Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,10:00,19:00,20,5,20,Evening,01/06/2026,Monday,Available
C0014,Student,51.691388,-0.495465,51.680441,-0.508983,5,8,"Dementia Care, Mobility Support",Male,"French, English, punjabi",Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,10:00,19:00,20,5,20,Evening,02/06/2026,Tuesday,Available
C0014,Student,51.691388,-0.495465,51.680441,-0.508983,5,8,"Dementia Care, Mobility Support",Male,"French, English, punjabi",Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,10:00,19:00,20,5,20,Evening,03/06/2026,Wednesday,Available
C0014,Student,51.691388,-0.495465,51.680441,-0.508983,5,8,"Dementia Care, Mobility Support",Male,"French, English, punjabi",Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,10:00,19:00,20,5,20,Evening,04/06/2026,Thursday,Available
C0014,Student,51.691388,-0.495465,51.680441,-0.508983,5,8,"Dementia Care, Mobility Support",Male,"French, English, punjabi",Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,10:00,19:00,20,5,20,Evening,05/06/2026,Friday,Available
C0014,Student,51.691388,-0.495465,51.680441,-0.508983,5,8,"Dementia Care, Mobility Support",Male,"French, English, punjabi",Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,10:00,19:00,20,5,20,Evening,06/06/2026,Saturday,Available
C0015,Part-Time,51.479559,-0.360442,51.492914,-0.39728,12,8,"Palliative Care, Personal Care, Mobility Support",Female,"English, punjabi, French",Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,11:00,21:00,20,8,35,Night,01/06/2026,Monday,Available
C0015,Part-Time,51.479559,-0.360442,51.492914,-0.39728,12,8,"Palliative Care, Personal Care, Mobility Support",Female,"English, punjabi, French",Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,11:00,21:00,20,8,35,Night,02/06/2026,Tuesday,Available
C0015,Part-Time,51.479559,-0.360442,51.492914,-0.39728,12,8,"Palliative Care, Personal Care, Mobility Support",Female,"English, punjabi, French",Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,11:00,21:00,20,8,35,Night,03/06/2026,Wednesday,Available
C0015,Part-Time,51.479559,-0.360442,51.492914,-0.39728,12,8,"Palliative Care, Personal Care, Mobility Support",Female,"English, punjabi, French",Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,11:00,21:00,20,8,35,Night,04/06/2026,Thursday,Available
C0015,Part-Time,51.479559,-0.360442,51.492914,-0.39728,12,8,"Palliative Care, Personal Care, Mobility Support",Female,"English, punjabi, French",Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,11:00,21:00,20,8,35,Night,05/06/2026,Friday,Available
C0015,Part-Time,51.479559,-0.360442,51.492914,-0.39728,12,8,"Palliative Care, Personal Care, Mobility Support",Female,"English, punjabi, French",Public Transport,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,11:00,21:00,20,8,35,Night,06/06/2026,Saturday,Available
C0016,Student,51.6845,0.287647,51.647064,0.273923,5,4,"Medication Support, Companionship, Dementia Care",Male,English,Car,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,08:00,14:00,20,4,20,Night,01/06/2026,Monday,Available
C0016,Student,51.6845,0.287647,51.647064,0.273923,5,4,"Medication Support, Companionship, Dementia Care",Male,English,Car,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,08:00,14:00,20,4,20,Night,02/06/2026,Tuesday,Available
C0016,Student,51.6845,0.287647,51.647064,0.273923,5,4,"Medication Support, Companionship, Dementia Care",Male,English,Car,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,08:00,14:00,20,4,20,Night,03/06/2026,Wednesday,Available
C0016,Student,51.6845,0.287647,51.647064,0.273923,5,4,"Medication Support, Companionship, Dementia Care",Male,English,Car,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,08:00,14:00,20,4,20,Night,05/06/2026,Friday,Available
C0016,Student,51.6845,0.287647,51.647064,0.273923,5,4,"Medication Support, Companionship, Dementia Care",Male,English,Car,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,08:00,14:00,20,4,20,Night,06/06/2026,Saturday,Available
C0017,Full-Time,51.330944,-0.110621,51.281327,-0.089634,12,1,"Palliative Care, Meal Preparation",Male,"Spanish, ",Bicycle,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,09:00,14:00,35,9,45,Afternoon,01/06/2026,Monday,Available
C0017,Full-Time,51.330944,-0.110621,51.281327,-0.089634,12,1,"Palliative Care, Meal Preparation",Male,"Spanish, ",Bicycle,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,09:00,14:00,35,9,45,Afternoon,02/06/2026,Tuesday,Available
C0017,Full-Time,51.330944,-0.110621,51.281327,-0.089634,12,1,"Palliative Care, Meal Preparation",Male,"Spanish, ",Bicycle,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,09:00,14:00,35,9,45,Afternoon,03/06/2026,Wednesday,Available
C0017,Full-Time,51.330944,-0.110621,51.281327,-0.089634,12,1,"Palliative Care, Meal Preparation",Male,"Spanish, ",Bicycle,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,09:00,14:00,35,9,45,Afternoon,04/06/2026,Thursday,Available
C0017,Full-Time,51.330944,-0.110621,51.281327,-0.089634,12,1,"Palliative Care, Meal Preparation",Male,"Spanish, ",Bicycle,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,09:00,14:00,35,9,45,Afternoon,05/06/2026,Friday,Available
C0017,Full-Time,51.330944,-0.110621,51.281327,-0.089634,12,1,"Palliative Care, Meal Preparation",Male,"Spanish, ",Bicycle,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,09:00,14:00,35,9,45,Afternoon,06/06/2026,Saturday,Available
C0018,Student,51.320695,-0.481814,51.273998,-0.433666,8,7,"Companionship, Palliative Care",Female,English,Car,Flexible,Flexible,10:00,20:00,15,5,20,Afternoon,01/06/2026,Monday,Available
C0018,Student,51.320695,-0.481814,51.273998,-0.433666,8,7,"Companionship, Palliative Care",Female,English,Car,Flexible,Flexible,10:00,20:00,15,5,20,Afternoon,02/06/2026,Tuesday,Available
C0018,Student,51.320695,-0.481814,51.273998,-0.433666,8,7,"Companionship, Palliative Care",Female,English,Car,Flexible,Flexible,10:00,20:00,15,5,20,Afternoon,03/06/2026,Wednesday,Available
C0018,Student,51.320695,-0.481814,51.273998,-0.433666,8,7,"Companionship, Palliative Care",Female,English,Car,Flexible,Flexible,10:00,20:00,15,5,20,Afternoon,04/06/2026,Thursday,Available
C0018,Student,51.320695,-0.481814,51.273998,-0.433666,8,7,"Companionship, Palliative Care",Female,English,Car,Flexible,Flexible,10:00,20:00,15,5,20,Afternoon,05/06/2026,Friday,Available
C0018,Student,51.320695,-0.481814,51.273998,-0.433666,8,7,"Companionship, Palliative Care",Female,English,Car,Flexible,Flexible,10:00,20:00,15,5,20,Afternoon,06/06/2026,Saturday,Available
C0018,Student,51.320695,-0.481814,51.273998,-0.433666,8,7,"Companionship, Palliative Care",Female,English,Car,Flexible,Flexible,10:00,20:00,15,5,20,Afternoon,07/06/2026,Sunday,Available
C0019,Part-Time,51.311661,-0.043518,51.35318,-0.061053,5,7,"Dementia Care, Meal Preparation",Female,French,Public Transport,Flexible,Flexible,14:00,23:00,20,8,31,Flexible,02/06/2026,Tuesday,Available
C0019,Part-Time,51.311661,-0.043518,51.35318,-0.061053,5,7,"Dementia Care, Meal Preparation",Female,French,Public Transport,Flexible,Flexible,14:00,23:00,20,8,31,Flexible,03/06/2026,Wednesday,Available
C0019,Part-Time,51.311661,-0.043518,51.35318,-0.061053,5,7,"Dementia Care, Meal Preparation",Female,French,Public Transport,Flexible,Flexible,14:00,23:00,20,8,31,Flexible,04/06/2026,Thursday,Available
C0019,Part-Time,51.311661,-0.043518,51.35318,-0.061053,5,7,"Dementia Care, Meal Preparation",Female,French,Public Transport,Flexible,Flexible,14:00,23:00,20,8,31,Flexible,05/06/2026,Friday,Available
C0019,Part-Time,51.311661,-0.043518,51.35318,-0.061053,5,7,"Dementia Care, Meal Preparation",Female,French,Public Transport,Flexible,Flexible,14:00,23:00,20,8,31,Flexible,06/06/2026,Saturday,Available
C0019,Part-Time,51.311661,-0.043518,51.35318,-0.061053,5,7,"Dementia Care, Meal Preparation",Female,French,Public Transport,Flexible,Flexible,14:00,23:00,20,8,31,Flexible,07/06/2026,Sunday,Available
C0020,Student,51.33499,0.244998,51.345826,0.226846,12,7,"First Aid, Medication Support",Male,English,Car,Weekends,"Monday, Tuesday, Wednesday, Thursday, Friday",07:00,12:00,10,8,20,Afternoon,06/06/2026,Saturday,Available
C0020,Student,51.33499,0.244998,51.345826,0.226846,12,7,"First Aid, Medication Support",Male,English,Car,Weekends,"Monday, Tuesday, Wednesday, Thursday, Friday",07:00,12:00,10,8,20,Afternoon,07/06/2026,Sunday,Available
C0021,Full-Time,51.626831,0.059128,51.661058,0.084953,8,7,"Companionship, Meal Preparation",Female,French,Car,Weekends,"Monday, Tuesday, Wednesday, Thursday, Friday",12:00,21:00,35,11,47,Flexible,06/06/2026,Saturday,Available
C0021,Full-Time,51.626831,0.059128,51.661058,0.084953,8,7,"Companionship, Meal Preparation",Female,French,Car,Weekends,"Monday, Tuesday, Wednesday, Thursday, Friday",12:00,21:00,35,11,47,Flexible,07/06/2026,Sunday,Available
C0022,Student,51.542215,-0.149855,51.539613,-0.139206,12,4,"Companionship, Mobility Support, Palliative Care",Male,"Hindi, English",Car,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,11:00,16:00,10,5,20,Afternoon,01/06/2026,Monday,Available
C0022,Student,51.542215,-0.149855,51.539613,-0.139206,12,4,"Companionship, Mobility Support, Palliative Care",Male,"Hindi, English",Car,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,11:00,16:00,10,5,20,Afternoon,03/06/2026,Wednesday,Available
C0022,Student,51.542215,-0.149855,51.539613,-0.139206,12,4,"Companionship, Mobility Support, Palliative Care",Male,"Hindi, English",Car,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,11:00,16:00,10,5,20,Afternoon,04/06/2026,Thursday,Available
C0022,Student,51.542215,-0.149855,51.539613,-0.139206,12,4,"Companionship, Mobility Support, Palliative Care",Male,"Hindi, English",Car,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,11:00,16:00,10,5,20,Afternoon,05/06/2026,Friday,Available
C0022,Student,51.542215,-0.149855,51.539613,-0.139206,12,4,"Companionship, Mobility Support, Palliative Care",Male,"Hindi, English",Car,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,11:00,16:00,10,5,20,Afternoon,06/06/2026,Saturday,Available
C0023,Full-Time,51.423013,-0.42213,51.427233,-0.469788,12,4,"Palliative Care, Personal Care, Medication Support",Male,English,Car,Weekends,"Monday, Tuesday, Wednesday, Thursday, Friday",13:00,23:00,40,11,48,Afternoon,06/06/2026,Saturday,Available
C0023,Full-Time,51.423013,-0.42213,51.427233,-0.469788,12,4,"Palliative Care, Personal Care, Medication Support",Male,English,Car,Weekends,"Monday, Tuesday, Wednesday, Thursday, Friday",13:00,23:00,40,11,48,Afternoon,07/06/2026,Sunday,Available
C0024,Full-Time,51.34303,-0.333618,51.294778,-0.361986,5,3,"Dementia Care, First Aid, Personal Care",Male,"English, punjabi",Car,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,10:00,16:00,40,9,42,Night,01/06/2026,Monday,Available
C0024,Full-Time,51.34303,-0.333618,51.294778,-0.361986,5,3,"Dementia Care, First Aid, Personal Care",Male,"English, punjabi",Car,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,10:00,16:00,40,9,42,Night,02/06/2026,Tuesday,Available
C0024,Full-Time,51.34303,-0.333618,51.294778,-0.361986,5,3,"Dementia Care, First Aid, Personal Care",Male,"English, punjabi",Car,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,10:00,16:00,40,9,42,Night,03/06/2026,Wednesday,Available
C0024,Full-Time,51.34303,-0.333618,51.294778,-0.361986,5,3,"Dementia Care, First Aid, Personal Care",Male,"English, punjabi",Car,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,10:00,16:00,40,9,42,Night,04/06/2026,Thursday,Available
C0024,Full-Time,51.34303,-0.333618,51.294778,-0.361986,5,3,"Dementia Care, First Aid, Personal Care",Male,"English, punjabi",Car,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,10:00,16:00,40,9,42,Night,05/06/2026,Friday,Available
C0024,Full-Time,51.34303,-0.333618,51.294778,-0.361986,5,3,"Dementia Care, First Aid, Personal Care",Male,"English, punjabi",Car,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,10:00,16:00,40,9,42,Night,06/06/2026,Saturday,Available
C0025,Part-Time,51.61858,-0.108611,51.606656,-0.071809,12,6,"Medication Support, Meal Preparation, Mobility Support",Other,"English, French",Bicycle,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Sunday,07:00,15:00,25,6,26,Evening,01/06/2026,Monday,Available
